adjusted_year,country,ISO_A0,region,cases,population_total,RISc,risc_intensity
2013,Trinidad And Tobago,TTO,Caribbean,0,1340557,-4.100573527,low
2023,Trinidad And Tobago,TTO,Caribbean,126,1367510,0.411629517,expected
2012,Trinidad And Tobago,TTO,Caribbean,0,1335194,-4.346488002,low
2003,Trinidad And Tobago,TTO,Caribbean,2209,1338709,0.931390959,high
1993,Trinidad And Tobago,TTO,Caribbean,38,1280466,-1.604652911,low
2005,Trinidad And Tobago,TTO,Caribbean,411,1294494,-0.306556739,expected
1992,Trinidad And Tobago,TTO,Caribbean,116,1271674,-0.158756989,expected
2014,Trinidad And Tobago,TTO,Caribbean,148,1345343,0.050091194,expected
2017,Trinidad And Tobago,TTO,Caribbean,300,1356633,0.785660304,high
2010,Trinidad And Tobago,TTO,Caribbean,4737,1317714,3.160199915,high
2004,Trinidad And Tobago,TTO,Caribbean,497,1345380,-0.371391618,expected
1994,Trinidad And Tobago,TTO,Caribbean,0,1288341,-5.153399628,low
2018,Trinidad And Tobago,TTO,Caribbean,123,1359193,-0.043300402,expected
2009,Trinidad And Tobago,TTO,Caribbean,24,1310106,-2.264175677,low
2006,Trinidad And Tobago,TTO,Caribbean,36,1297944,-2.495926275,low
1996,Saint Vincent,VCT,Caribbean,190,113119,2.792281048,high
2006,Saint Vincent,VCT,Caribbean,5,112014,-0.935519533,low
2013,Saint Vincent,VCT,Caribbean,127,108135,1.310038969,high
2016,Saint Vincent,VCT,Caribbean,89,106349,0.871337425,high
2010,Saint Vincent,VCT,Caribbean,217,109959,2.219201378,high
1993,Saint Vincent,VCT,Caribbean,7,112735,-0.229322146,expected
1999,Saint Vincent,VCT,Caribbean,8,113366,-0.345047268,expected
2002,Saint Vincent,VCT,Caribbean,123,113347,2.440391453,high
2021,Saint Vincent,VCT,Caribbean,152,102841,1.194331082,high
1991,Saint Vincent,VCT,Caribbean,1,112222,-1.211379588,low
2014,Saint Vincent,VCT,Caribbean,117,107535,1.177884054,high
2017,Saint Vincent,VCT,Caribbean,3,105663,-2.279734863,low
1994,Saint Vincent,VCT,Caribbean,0,112918,-3.027642639,low
1997,Saint Vincent,VCT,Caribbean,3,113141,-1.224748643,low
2005,Saint Vincent,VCT,Caribbean,8,112450,-0.397055005,expected
2019,Saint Vincent,VCT,Caribbean,11,104167,-1.238597809,low
2000,Saint Vincent,VCT,Caribbean,5,113545,-0.709209724,low
1998,Saint Vincent,VCT,Caribbean,88,113180,1.980781413,high
2020,Saint Vincent,VCT,Caribbean,1603,103526,3.608560936,high
1990,Saint Vincent,VCT,Caribbean,9,111812,0.617436786,high
2009,Saint Vincent,VCT,Caribbean,10,110508,-0.677999536,low
2001,Saint Vincent,VCT,Caribbean,3,113501,-1.039006651,low
2004,Saint Vincent,VCT,Caribbean,4,112835,-0.925452938,low
2023,Saint Vincent,VCT,Caribbean,17,101323,-1.033034119,low
2008,Saint Vincent,VCT,Caribbean,6,111028,-0.963466381,low
2011,Saint Vincent,VCT,Caribbean,47,109349,0.54380679,high
2012,Saint Vincent,VCT,Caribbean,91,108736,1.061872005,high
2007,Saint Vincent,VCT,Caribbean,2,111531,-1.742361773,low
1995,Saint Vincent,VCT,Caribbean,224,113047,3.046706999,high
2022,Saint Vincent,VCT,Caribbean,25,102046,-0.652186225,low
2018,Saint Vincent,VCT,Caribbean,4,104926,-2.122714147,low
1992,Saint Vincent,VCT,Caribbean,7,112509,0.022295533,expected
2003,Saint Vincent,VCT,Caribbean,3,113141,-1.098804773,low
2015,Saint Vincent,VCT,Caribbean,13,106960,-1.007361639,low
2023,Venezuela,VEN,South America,4809,28300854,-0.007653721,expected
2020,Venezuela,VEN,South America,6721,28444077,-0.465226968,expected
2013,Venezuela,VEN,South America,63726,29912198,0.252218627,expected
1994,Venezuela,VEN,South America,15046,21725188,0.238595661,expected
1996,Venezuela,VEN,South America,7500,22662113,-0.813588902,low
2022,Venezuela,VEN,South America,11409,28213017,0.601089393,high
2016,Venezuela,VEN,South America,29268,30765720,-0.092165876,expected
2006,Venezuela,VEN,South America,37384,27224686,-0.146395859,expected
2017,Venezuela,VEN,South America,8688,30565323,-1.071136851,low
2001,Venezuela,VEN,South America,82620,24979922,1.023523659,high
1992,Venezuela,VEN,South America,3356,20780948,-0.882701145,low
2009,Venezuela,VEN,South America,60720,28438298,0.148996844,expected
1990,Venezuela,VEN,South America,7637,19827010,0.277698354,expected
2007,Venezuela,VEN,South America,74185,27649363,0.459688399,expected
2018,Venezuela,VEN,South America,19226,29807592,-0.001532861,expected
2015,Venezuela,VEN,South America,54152,30573972,0.334269163,expected
1993,Venezuela,VEN,South America,9059,21254520,-0.075240395,expected
2021,Venezuela,VEN,South America,5926,28237826,-0.314107906,expected
2003,Venezuela,VEN,South America,26771,25892703,-0.242761331,expected
2011,Venezuela,VEN,South America,30135,29185212,-0.578366183,low
2004,Venezuela,VEN,South America,29777,26340838,-0.208537748,expected
2012,Venezuela,VEN,South America,49502,29553826,-0.057192086,expected
2002,Venezuela,VEN,South America,37507,25435671,0.161531282,expected
2014,Venezuela,VEN,South America,87529,30254079,0.669153218,high
2005,Venezuela,VEN,South America,39517,26785804,-0.006589804,expected
1998,Venezuela,VEN,South America,31863,23601337,0.352589242,expected
1997,Venezuela,VEN,South America,27354,23131685,0.328732202,expected
2010,Venezuela,VEN,South America,113764,28813101,0.750675315,high
1995,Venezuela,VEN,South America,26900,22193821,0.630851753,high
2000,Venezuela,VEN,South America,21039,24526708,-0.261889402,expected
2008,Venezuela,VEN,South America,44399,28053696,-0.117911175,expected
2019,Venezuela,VEN,South America,16015,28938098,0.110723865,expected
1999,Venezuela,VEN,South America,24028,24066593,-0.035708425,expected
1991,Venezuela,VEN,South America,6559,20304896,-0.040865094,expected
2022,Virgin Islands (Uk),VGB,Caribbean,27,38319,-0.027043443,expected
2005,Virgin Islands (Uk),VGB,Caribbean,0,23665,-1.904926944,low
2018,Virgin Islands (Uk),VGB,Caribbean,60,34657,-0.218635529,expected
1997,Virgin Islands (Uk),VGB,Caribbean,0,18756,-0.278050539,expected
2019,Virgin Islands (Uk),VGB,Caribbean,79,36395,0.259159873,expected
1992,Virgin Islands (Uk),VGB,Caribbean,0,16593,-0.193922665,expected
2021,Virgin Islands (Uk),VGB,Caribbean,14,37809,-0.935087465,low
2020,Virgin Islands (Uk),VGB,Caribbean,44,37135,-0.063526148,expected
2010,Virgin Islands (Uk),VGB,Caribbean,9,27675,-1.162060825,low
2013,Virgin Islands (Uk),VGB,Caribbean,223,31703,0.951293274,high
2009,Virgin Islands (Uk),VGB,Caribbean,65,27218,1.083491066,high
2001,Virgin Islands (Uk),VGB,Caribbean,23,20796,3.562596711,high
2004,Virgin Islands (Uk),VGB,Caribbean,0,22881,-1.400501385,low
2015,Virgin Islands (Uk),VGB,Caribbean,103,34498,-0.065650664,expected
2003,Virgin Islands (Uk),VGB,Caribbean,0,22134,-1.047151805,low
2014,Virgin Islands (Uk),VGB,Caribbean,239,32962,0.855858893,high
2000,Virgin Islands (Uk),VGB,Caribbean,3,20241,1.766895792,high
1999,Virgin Islands (Uk),VGB,Caribbean,0,19730,-0.151766397,expected
1998,Virgin Islands (Uk),VGB,Caribbean,1,19238,1.565063998,high
2002,Virgin Islands (Uk),VGB,Caribbean,0,21430,-0.50534568,low
1996,Virgin Islands (Uk),VGB,Caribbean,0,18287,0.596749298,high
1995,Virgin Islands (Uk),VGB,Caribbean,0,17840,1.900587325,high
1994,Virgin Islands (Uk),VGB,Caribbean,0,17406,-2.158101398,low
1991,Virgin Islands (Uk),VGB,Caribbean,0,16187,0.156028569,expected
2023,Virgin Islands (Uk),VGB,Caribbean,7,38985,-0.977093305,low
1990,Virgin Islands (Uk),VGB,Caribbean,0,15704,0.739071681,high
2006,Virgin Islands (Uk),VGB,Caribbean,0,24493,-2.173420532,low
2017,Virgin Islands (Uk),VGB,Caribbean,67,32699,-0.245767696,expected
2007,Virgin Islands (Uk),VGB,Caribbean,6,25366,-0.379172419,expected
2011,Virgin Islands (Uk),VGB,Caribbean,939,28710,2.981616968,high
2016,Virgin Islands (Uk),VGB,Caribbean,100,33878,-0.011527547,expected
2012,Virgin Islands (Uk),VGB,Caribbean,12,30345,-1.666337037,low
1993,Virgin Islands (Uk),VGB,Caribbean,0,16989,-1.497564175,low
2008,Virgin Islands (Uk),VGB,Caribbean,15,26288,0.077857338,expected
2021,Viet Nam,VNM,Asia,68268,98935098,-0.834629889,low
2012,Viet Nam,VNM,Asia,82838,89510356,-0.076824009,expected
1994,Viet Nam,VNM,Asia,44944,70854391,-0.362973663,expected
2020,Viet Nam,VNM,Asia,137470,98079191,-0.060281342,expected
2019,Viet Nam,VNM,Asia,320702,97173776,0.850715324,high
2003,Viet Nam,VNM,Asia,49751,79563777,-0.143184558,expected
2009,Viet Nam,VNM,Asia,105370,86460018,0.338786047,expected
1999,Viet Nam,VNM,Asia,35868,76287452,-0.631910825,low
2018,Viet Nam,VNM,Asia,131447,96237319,0.022454302,expected
1995,Viet Nam,VNM,Asia,80447,72049940,0.163422117,expected
2007,Viet Nam,VNM,Asia,104553,83633375,0.466242036,expected
2008,Viet Nam,VNM,Asia,96451,85175788,0.31559378,expected
1996,Viet Nam,VNM,Asia,89963,73156447,0.241296861,expected
2006,Viet Nam,VNM,Asia,68792,82167897,0.112438504,expected
2005,Viet Nam,VNM,Asia,57080,81088313,-0.027007067,expected
1992,Viet Nam,VNM,Asia,48333,68260337,-0.180247656,expected
2000,Viet Nam,VNM,Asia,25269,77154011,-0.931000512,low
1991,Viet Nam,VNM,Asia,94630,66891775,0.53806187,high
2013,Viet Nam,VNM,Asia,66322,90573104,-0.35786039,expected
2011,Viet Nam,VNM,Asia,40998,88468314,-0.722077671,low
2014,Viet Nam,VNM,Asia,31848,91679578,-1.150729438,low
1998,Viet Nam,VNM,Asia,234920,75299660,1.205322658,high
2010,Viet Nam,VNM,Asia,128831,87455152,0.47993137,expected
2001,Viet Nam,VNM,Asia,42878,77969361,-0.353821468,expected
2004,Viet Nam,VNM,Asia,78692,80338971,0.316851251,expected
2023,Viet Nam,VNM,Asia,139048,100352192,-0.300694913,expected
1990,Viet Nam,VNM,Asia,37569,65504552,-0.341430548,expected
1997,Viet Nam,VNM,Asia,108000,74226889,0.412400479,expected
2015,Viet Nam,VNM,Asia,97484,92823254,-0.092972908,expected
1993,Viet Nam,VNM,Asia,53674,69586384,-0.12802629,expected
2017,Viet Nam,VNM,Asia,172232,95176977,0.354320184,expected
2022,Viet Nam,VNM,Asia,367729,99680655,0.761274758,high
2016,Viet Nam,VNM,Asia,109649,94000117,-0.03701291,expected
2002,Viet Nam,VNM,Asia,31760,78772224,-0.615426228,low
2023,Vanuatu,VUT,Oceania,113,320409,-0.488565063,expected
2001,Vanuatu,VUT,Oceania,15,191031,-0.51477932,low
2009,Vanuatu,VUT,Oceania,105,232731,1.004631315,high
2005,Vanuatu,VUT,Oceania,168,210760,1.695713143,high
2013,Vanuatu,VUT,Oceania,NA,254482,0.267461135,expected
1999,Vanuatu,VUT,Oceania,0,182048,-3.06632801,low
2016,Vanuatu,VUT,Oceania,266,272087,1.484436235,high
1997,Vanuatu,VUT,Oceania,131,174626,1.552916484,high
2002,Vanuatu,VUT,Oceania,122,195863,1.535324944,high
2017,Vanuatu,VUT,Oceania,153,278507,0.852547339,high
2018,Vanuatu,VUT,Oceania,56,285259,-0.244165342,expected
2000,Vanuatu,VUT,Oceania,20,186281,-0.19528338,expected
1998,Vanuatu,VUT,Oceania,110,178313,1.435624416,high
1995,Vanuatu,VUT,Oceania,19,167137,-0.540276892,low
2010,Vanuatu,VUT,Oceania,33,238248,-0.208135068,expected
2008,Vanuatu,VUT,Oceania,45,226896,0.226557001,expected
2012,Vanuatu,VUT,Oceania,NA,248883,0.266025264,expected
2007,Vanuatu,VUT,Oceania,96,221276,1.025296054,high
2015,Vanuatu,VUT,Oceania,NA,266101,0.202459069,expected
1992,Vanuatu,VUT,Oceania,52,155608,0.051628406,expected
2004,Vanuatu,VUT,Oceania,2,205711,-2.395877936,low
2014,Vanuatu,VUT,Oceania,NA,260240,0.427314824,expected
1996,Vanuatu,VUT,Oceania,0,170911,-3.264939574,low
1994,Vanuatu,VUT,Oceania,100,163314,0.974240446,high
1991,Vanuatu,VUT,Oceania,113,151793,0.681363034,high
1990,Vanuatu,VUT,Oceania,74,148063,0.111566745,expected
2003,Vanuatu,VUT,Oceania,26,200746,-0.054750433,expected
2020,Vanuatu,VUT,Oceania,20,298858,-1.579219848,low
2006,Vanuatu,VUT,Oceania,82,215923,0.919108544,high
2022,Vanuatu,VUT,Oceania,2392,313046,2.790407184,high
2011,Vanuatu,VUT,Oceania,0,243474,-3.411954359,low
2021,Vanuatu,VUT,Oceania,51,305868,-0.836897565,low
1993,Vanuatu,VUT,Oceania,138,159463,1.160439575,high
2019,Vanuatu,VUT,Oceania,17,291985,-1.533939548,low
2023,Samoa,WSM,Oceania,432,216663,0.322873813,expected
2021,Samoa,WSM,Oceania,15,213779,-2.512713483,low
2020,Samoa,WSM,Oceania,1,211944,-4.248935441,low
2004,Samoa,WSM,Oceania,2,186249,-2.152901107,low
2015,Samoa,WSM,Oceania,NA,201782,0.202459069,expected
2001,Samoa,WSM,Oceania,2,183166,-2.239246001,low
1993,Samoa,WSM,Oceania,NA,171774,-0.71721792,low
2009,Samoa,WSM,Oceania,NA,191513,-0.440960407,expected
1996,Samoa,WSM,Oceania,163,176071,1.176548643,high
1992,Samoa,WSM,Oceania,2,170331,-1.99800411,low
1990,Samoa,WSM,Oceania,22,169042,0.540054287,high
2005,Samoa,WSM,Oceania,29,186978,0.232899552,expected
1995,Samoa,WSM,Oceania,1013,174571,3.101468998,high
2007,Samoa,WSM,Oceania,677,188753,3.133034573,high
2002,Samoa,WSM,Oceania,0,184471,-2.692224496,low
2013,Samoa,WSM,Oceania,NA,198268,0.267461135,expected
1994,Samoa,WSM,Oceania,278,173159,1.994715392,high
1997,Samoa,WSM,Oceania,49,177547,-0.008079671,expected
2018,Samoa,WSM,Oceania,206,207582,0.472102875,expected
2003,Samoa,WSM,Oceania,1,185430,-2.380919126,low
1998,Samoa,WSM,Oceania,NA,178905,0.370627884,expected
1999,Samoa,WSM,Oceania,200,180275,1.591842924,high
2019,Samoa,WSM,Oceania,64,209780,-0.787121544,low
2022,Samoa,WSM,Oceania,14343,215261,4.068660371,high
2010,Samoa,WSM,Oceania,NA,193023,-1.251279053,low
2017,Samoa,WSM,Oceania,127,205415,0.061006437,expected
2006,Samoa,WSM,Oceania,23,187709,-0.091382695,expected
2008,Samoa,WSM,Oceania,NA,190107,1.222696137,high
2012,Samoa,WSM,Oceania,NA,196498,0.266025264,expected
2014,Samoa,WSM,Oceania,NA,200037,0.427314824,expected
2000,Samoa,WSM,Oceania,163,181685,1.57120082,high
2011,Samoa,WSM,Oceania,NA,194713,-0.749960039,low
1991,Samoa,WSM,Oceania,3,169368,-1.438646316,low
2016,Samoa,WSM,Oceania,2724,203499,3.185492779,high
